       247,2020092000,   -0.062,   -0.583,    0.000,   -0.565, -999.000,   -0.071,   -0.580,    0.000,   -0.413, -999.000,    0.189,    0.184, -999.000,    0.191, -999.000,    0.189,    0.180, -999.000,    0.194, -999.000,
       247,2020091918,   -0.117,   -0.704,    0.000,   -0.411,   -0.399,   -0.136,   -0.660,    0.000,   -0.392,   -0.432,    0.279,    0.281, -999.000,    0.112,    0.171,    0.279,    0.284, -999.000,    0.139,    0.171,
       247,2020091912,   -0.145,   -0.859,    0.000,   -0.466, -999.000,   -0.167,   -0.846,    0.000,   -0.459, -999.000,    0.333,    0.292, -999.000,    0.196, -999.000,    0.333,    0.287, -999.000,    0.185, -999.000,
       247,2020091906,   -0.152,   -0.705,    0.000,   -0.453,   -0.246,   -0.154,   -0.673,    0.000,   -0.434,   -0.241,    0.307,    0.272, -999.000,    0.177,    0.109,    0.307,    0.259, -999.000,    0.155,    0.109,
       247,2020091900,   -0.081,   -0.575,    0.000,   -0.494, -999.000,   -0.098,   -0.585,    0.000,   -0.424, -999.000,    0.212,    0.193, -999.000,    0.206, -999.000,    0.212,    0.204, -999.000,    0.193, -999.000,
       247,2020091818,   -0.142,   -0.675,    0.000,   -0.445,   -0.451,   -0.149,   -0.664,    0.000,   -0.408,   -0.331,    0.288,    0.232, -999.000,    0.178, -999.000,    0.288,    0.237, -999.000,    0.163, -999.000,
       247,2020091812,   -0.150,   -0.820,    0.000,   -0.352,   -0.175,   -0.158,   -0.773,    0.000,   -0.334,   -0.168,    0.337,    0.296, -999.000,    0.176, -999.000,    0.337,    0.316, -999.000,    0.149, -999.000,
       247,2020091806,   -0.191,   -0.710,    0.000,   -0.427,   -0.348,   -0.190,   -0.711,    0.000,   -0.466, -999.000,    0.344,    0.297, -999.000,    0.227, -999.000,    0.344,    0.295, -999.000,    0.209, -999.000,
       247,2020091800,   -0.092,   -0.634,    0.000,   -0.485, -999.000,   -0.100,   -0.635,    0.000,   -0.439, -999.000,    0.233,    0.210, -999.000,    0.215, -999.000,    0.233,    0.200, -999.000,    0.202, -999.000,
       247,2020091718,   -0.153,   -0.770,    0.000,   -0.492,   -0.600,   -0.174,   -0.789,    0.000,   -0.445,   -0.166,    0.318,    0.260, -999.000,    0.152, -999.000,    0.318,    0.268, -999.000,    0.180, -999.000,
       247,2020091712,   -0.163,   -0.916,    0.000,   -0.456,   -0.467,   -0.186,   -0.890,    0.000,   -0.429,   -0.483,    0.366,    0.324, -999.000,    0.131, -999.000,    0.366,    0.303, -999.000,    0.153, -999.000,
       247,2020091706,   -0.173,   -0.741,    0.000,   -0.494,   -0.177,   -0.185,   -0.707,    0.000,   -0.471, -999.000,    0.338,    0.293, -999.000,    0.179, -999.000,    0.338,    0.313, -999.000,    0.172, -999.000,
       247,2020091700,   -0.083,   -0.688,    0.000,   -0.478, -999.000,   -0.098,   -0.687,    0.000,   -0.439,   -0.296,    0.233,    0.229, -999.000,    0.196, -999.000,    0.233,    0.222, -999.000,    0.227, -999.000,
       247,2020091618,   -0.152,   -0.763,    0.000,   -0.543, -999.000,   -0.182,   -0.779,    0.000,   -0.477, -999.000,    0.319,    0.267, -999.000,    0.195, -999.000,    0.319,    0.267, -999.000,    0.211, -999.000,
       247,2020091612,   -0.161,   -0.954,    0.000,   -0.439,   -0.130,   -0.170,   -0.888,    0.000,   -0.425, -999.000,    0.374,    0.323, -999.000,    0.148, -999.000,    0.374,    0.335, -999.000,    0.121, -999.000,
       247,2020091606,   -0.200,   -0.716,    0.000,   -0.514,   -0.480,   -0.204,   -0.704,    0.000,   -0.460, -999.000,    0.346,    0.284, -999.000,    0.159,    0.103,    0.346,    0.276, -999.000,    0.188,    0.103,
       247,2020091600,   -0.071,   -0.644,    0.000,   -0.448,   -0.556,   -0.092,   -0.646,    0.000,   -0.478,   -0.560,    0.208,    0.207, -999.000,    0.159, -999.000,    0.208,    0.205, -999.000,    0.150, -999.000,
       247,2020091518,   -0.192,   -0.793,    0.000,   -0.520,   -0.409,   -0.213,   -0.777,    0.000,   -0.410,   -0.411,    0.360,    0.317, -999.000,    0.161,    0.296,    0.360,    0.312, -999.000,    0.209,    0.296,
       247,2020091512,   -0.179,   -0.928,    0.000,   -0.423, -999.000,   -0.182,   -0.888,    0.000,   -0.370, -999.000,    0.379,    0.315, -999.000,    0.149, -999.000,    0.379,    0.310, -999.000,    0.152, -999.000,
       247,2020091506,   -0.180,   -0.733,    0.000,   -0.438, -999.000,   -0.205,   -0.738,    0.000,   -0.446,   -0.301,    0.334,    0.276, -999.000,    0.214, -999.000,    0.334,    0.263, -999.000,    0.199, -999.000,
       247,2020091500,   -0.075,   -0.634,    0.000,   -0.484, -999.000,   -0.083,   -0.614,    0.000,   -0.441, -999.000,    0.212,    0.192, -999.000,    0.223, -999.000,    0.212,    0.194, -999.000,    0.211, -999.000,
       247,2020091418,   -0.164,   -0.789,    0.000,   -0.427,   -0.941,   -0.188,   -0.748,    0.000,   -0.404,   -0.949,    0.344,    0.324, -999.000,    0.182, -999.000,    0.344,    0.335, -999.000,    0.186, -999.000,
       247,2020091412,   -0.135,   -0.907,    0.000,   -0.410, -999.000,   -0.161,   -0.891,    0.000,   -0.387,   -0.141,    0.339,    0.327, -999.000,    0.127, -999.000,    0.339,    0.333, -999.000,    0.145, -999.000,
       247,2020091406,   -0.170,   -0.717,    0.000,   -0.399,   -0.399,   -0.173,   -0.684,    0.000,   -0.402,   -0.503,    0.325,    0.254, -999.000,    0.177,    0.210,    0.325,    0.274, -999.000,    0.138,    0.210,
       247,2020091400,   -0.072,   -0.605,    0.000,   -0.518, -999.000,   -0.088,   -0.589,    0.000,   -0.458, -999.000,    0.203,    0.189, -999.000,    0.161, -999.000,    0.203,    0.199, -999.000,    0.179, -999.000,
