       325,2020092000,   -0.001,    0.000,    0.000,   -0.013,    0.000,   -0.000,    0.000,    0.000,   -0.013,    0.000,    0.014,    0.001, -999.000,    0.067, -999.000,    0.014,    0.000, -999.000,    0.068, -999.000,
       325,2020091918,   -0.001,   -0.000,    0.000,   -0.021,    0.000,   -0.002,   -0.000,    0.000,   -0.027,   -0.000,    0.027,    0.002, -999.000,    0.111, -999.000,    0.027,    0.002, -999.000,    0.106, -999.000,
       325,2020091912,   -0.000,   -0.000,    0.000,   -0.009,    0.000,   -0.000,   -0.000,    0.000,   -0.004,    0.000,    0.013,    0.002, -999.000,    0.037, -999.000,    0.013,    0.001, -999.000,    0.061, -999.000,
       325,2020091906,   -0.000,   -0.000,    0.000,   -0.006,    0.000,   -0.000,   -0.000,    0.000,   -0.005,    0.000,    0.008,    0.003, -999.000,    0.052, -999.000,    0.008,    0.000, -999.000,    0.038, -999.000,
       325,2020091900,   -0.000,    0.000,    0.000,   -0.001,    0.000,   -0.000,    0.000,    0.000,   -0.002,    0.000,    0.004,    0.000, -999.000,    0.022, -999.000,    0.004,    0.000, -999.000,    0.017, -999.000,
       325,2020091818,   -0.001,   -0.000,    0.000,   -0.009,   -0.000,   -0.002,   -0.000,    0.000,   -0.028,   -0.000,    0.015,    0.001, -999.000,    0.115,    0.000,    0.015,    0.000, -999.000,    0.059,    0.000,
       325,2020091812,   -0.001,   -0.000,    0.000,   -0.013,    0.000,   -0.000,   -0.000,    0.000,   -0.012,    0.000,    0.016,    0.000, -999.000,    0.072, -999.000,    0.016,    0.000, -999.000,    0.069, -999.000,
       325,2020091806,   -0.000,   -0.000,    0.000,   -0.000,    0.000,   -0.000,   -0.000,    0.000,   -0.001,    0.000,    0.002,    0.003, -999.000,    0.012, -999.000,    0.002,    0.003, -999.000,    0.005, -999.000,
       325,2020091800,   -0.000,    0.000,    0.000,   -0.003,    0.000,   -0.001,    0.000,    0.000,   -0.011,    0.000,    0.007,    0.000, -999.000,    0.062, -999.000,    0.007,    0.000, -999.000,    0.031, -999.000,
       325,2020091718,   -0.001,   -0.000,    0.000,   -0.014,    0.000,   -0.001,   -0.000,    0.000,   -0.019,    0.000,    0.016,    0.002, -999.000,    0.087, -999.000,    0.016,    0.001, -999.000,    0.066, -999.000,
       325,2020091712,   -0.001,   -0.000,    0.000,   -0.009,    0.000,   -0.000,   -0.000,    0.000,   -0.007,    0.000,    0.016,    0.001, -999.000,    0.049, -999.000,    0.016,    0.000, -999.000,    0.065, -999.000,
