       367,2020092000,   -0.037,   -0.014,   -0.042,    0.120, -999.000,   -0.055,   -0.009,   -0.063,    0.128, -999.000,    0.084,    0.070,    0.082,    0.061, -999.000,    0.084,    0.072,    0.082,    0.055, -999.000,
       367,2020091918,   -0.038,   -0.007,   -0.049,    0.136,    0.091,   -0.056,   -0.014,   -0.071,    0.151,    0.092,    0.094,    0.090,    0.090,    0.047, -999.000,    0.094,    0.085,    0.090,    0.061, -999.000,
       367,2020091912,   -0.038,   -0.037,   -0.045,    0.151, -999.000,   -0.054,   -0.045,   -0.061,    0.136, -999.000,    0.084,    0.082,    0.076,    0.057, -999.000,    0.084,    0.084,    0.076,    0.062, -999.000,
       367,2020091906,   -0.023,    0.025,   -0.040,    0.133,   -0.111,   -0.053,    0.003,   -0.072,    0.128,   -0.108,    0.095,    0.086,    0.088,    0.053,    0.119,    0.095,    0.087,    0.088,    0.051,    0.119,
       367,2020091900,   -0.034,   -0.012,   -0.042,    0.114, -999.000,   -0.049,   -0.002,   -0.062,    0.123, -999.000,    0.090,    0.088,    0.085,    0.050, -999.000,    0.090,    0.093,    0.085,    0.045, -999.000,
       367,2020091818,   -0.038,   -0.007,   -0.051,    0.139,    0.011,   -0.056,   -0.009,   -0.074,    0.131,   -0.111,    0.090,    0.082,    0.083,    0.069, -999.000,    0.090,    0.085,    0.083,    0.065, -999.000,
       367,2020091812,   -0.037,   -0.025,   -0.045,    0.163,    0.071,   -0.053,   -0.039,   -0.060,    0.143,    0.070,    0.084,    0.085,    0.076,    0.055, -999.000,    0.084,    0.082,    0.076,    0.055, -999.000,
       367,2020091806,   -0.022,    0.030,   -0.045,    0.148,   -0.211,   -0.048,    0.011,   -0.072,    0.138, -999.000,    0.098,    0.089,    0.089,    0.055, -999.000,    0.098,    0.085,    0.089,    0.060, -999.000,
       367,2020091800,   -0.041,   -0.013,   -0.050,    0.135, -999.000,   -0.055,   -0.016,   -0.067,    0.144, -999.000,    0.090,    0.089,    0.086,    0.060, -999.000,    0.090,    0.081,    0.086,    0.051, -999.000,
       367,2020091718,   -0.035,    0.006,   -0.052,    0.138, -999.000,   -0.053,    0.001,   -0.071,    0.129,   -0.249,    0.089,    0.084,    0.077,    0.064, -999.000,    0.089,    0.087,    0.077,    0.073, -999.000,
       367,2020091712,   -0.042,   -0.029,   -0.049,    0.158,   -0.258,   -0.059,   -0.030,   -0.070,    0.153,   -0.257,    0.088,    0.087,    0.083,    0.055, -999.000,    0.088,    0.089,    0.083,    0.049, -999.000,
       367,2020091706,   -0.023,    0.041,   -0.046,    0.147,    0.094,   -0.040,    0.022,   -0.066,    0.139, -999.000,    0.096,    0.082,    0.086,    0.058, -999.000,    0.096,    0.081,    0.086,    0.061, -999.000,
       367,2020091700,   -0.038,   -0.009,   -0.047,    0.134, -999.000,   -0.062,   -0.025,   -0.071,    0.128,   -0.272,    0.095,    0.096,    0.090,    0.056, -999.000,    0.095,    0.099,    0.090,    0.046, -999.000,
       367,2020091618,   -0.040,   -0.007,   -0.055,    0.134, -999.000,   -0.061,   -0.006,   -0.082,    0.138, -999.000,    0.102,    0.097,    0.093,    0.059, -999.000,    0.102,    0.104,    0.093,    0.043, -999.000,
