       240,  2020092000,    -48.33,      3.33,        30
    -0.282,    -0.241,    -0.207,    -0.174,    -0.146,    -0.120,    -0.095,    -0.075,    -0.056,    -0.040,    -0.027,    -0.016,    -0.008,    -0.003,    -0.000,    -0.000,    -0.003,    -0.008,    -0.016,    -0.027,    -0.040,    -0.056,    -0.073,    -0.096,    -0.120,    -0.146,    -0.175,    -0.205,    -0.242,    -0.282,    -0.282,    -0.245,    -0.208,    -0.174,    -0.147,    -0.119,    -0.095,    -0.076,    -0.057,    -0.039,    -0.027,    -0.016,    -0.009,    -0.003,    -0.000,    -0.000,    -0.004,    -0.009,    -0.017,    -0.027,    -0.040,    -0.056,    -0.074,    -0.094,    -0.122,    -0.144,    -0.176,    -0.205,    -0.242,    -0.283,    -0.282,    -0.240,    -0.207,    -0.174,    -0.146,    -0.120,    -0.096,    -0.075,    -0.056,    -0.040,    -0.027,    -0.016,    -0.008,    -0.003,    -0.000,    -0.000,    -0.003,    -0.008,    -0.016,    -0.027,    -0.040,    -0.056,    -0.073,    -0.096,    -0.119,    -0.146,    -0.175,    -0.205,    -0.241,    -0.281,    -0.271,    -0.242,    -0.206,    -0.172,    -0.145,    -0.121,    -0.093,    -0.074,    -0.060,    -0.040,    -0.026,    -0.017,    -0.006,    -0.004,    -0.000,  -999.000,    -0.003,    -0.009,    -0.018,    -0.029,    -0.039,    -0.054,    -0.073,    -0.095,    -0.114,    -0.143,    -0.178,    -0.208,    -0.246,    -0.289,  -999.000,  -999.000,  -999.000,    -0.179,  -999.000,  -999.000,    -0.087,    -0.079,  -999.000,  -999.000,    -0.023,  -999.000,  -999.000,  -999.000,  -999.000,    -0.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,    -0.156,  -999.000,  -999.000,  -999.000,    -0.290
     0.013,     0.011,     0.009,     0.008,     0.008,     0.007,     0.006,     0.006,     0.005,     0.004,     0.003,     0.002,     0.002,     0.001,     0.000,     0.000,     0.001,     0.002,     0.003,     0.003,     0.004,     0.005,     0.006,     0.006,     0.007,     0.008,     0.009,     0.009,     0.010,     0.012,     0.014,     0.011,     0.008,     0.008,     0.008,     0.008,     0.007,     0.006,     0.004,     0.004,     0.003,     0.003,     0.001,     0.001,     0.000,     0.000,     0.001,     0.002,     0.003,     0.003,     0.004,     0.005,     0.006,     0.007,     0.007,     0.008,     0.011,     0.008,     0.012,     0.013,     0.012,     0.011,     0.010,     0.008,     0.008,     0.007,     0.006,     0.006,     0.005,     0.004,     0.003,     0.002,     0.002,     0.001,     0.000,     0.000,     0.001,     0.002,     0.003,     0.003,     0.004,     0.005,     0.006,     0.006,     0.007,     0.008,     0.009,     0.009,     0.010,     0.012,     0.011,     0.008,     0.010,     0.011,     0.011,     0.005,     0.006,     0.007,     0.005,     0.005,     0.003,     0.003,     0.000,     0.001,     0.000,  -999.000,     0.001,     0.001,     0.003,     0.002,     0.004,     0.005,     0.006,     0.006,     0.006,     0.005,     0.008,     0.009,     0.007,     0.010,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000
    -0.283,    -0.243,    -0.208,    -0.176,    -0.147,    -0.120,    -0.096,    -0.075,    -0.056,    -0.040,    -0.027,    -0.016,    -0.008,    -0.003,    -0.000,    -0.000,    -0.003,    -0.008,    -0.017,    -0.027,    -0.040,    -0.056,    -0.075,    -0.096,    -0.120,    -0.147,    -0.176,    -0.208,    -0.243,    -0.284,    -0.284,    -0.244,    -0.209,    -0.176,    -0.147,    -0.120,    -0.096,    -0.076,    -0.057,    -0.040,    -0.027,    -0.016,    -0.009,    -0.003,    -0.000,    -0.000,    -0.003,    -0.008,    -0.017,    -0.027,    -0.040,    -0.056,    -0.075,    -0.096,    -0.122,    -0.147,    -0.176,    -0.208,    -0.242,    -0.284,    -0.283,    -0.243,    -0.208,    -0.176,    -0.147,    -0.120,    -0.096,    -0.075,    -0.056,    -0.040,    -0.027,    -0.016,    -0.008,    -0.003,    -0.000,    -0.000,    -0.003,    -0.008,    -0.017,    -0.027,    -0.040,    -0.056,    -0.075,    -0.096,    -0.120,    -0.147,    -0.176,    -0.208,    -0.243,    -0.284,    -0.281,    -0.240,    -0.205,    -0.177,    -0.144,    -0.121,    -0.096,    -0.076,    -0.056,    -0.041,    -0.026,    -0.017,    -0.008,    -0.003,    -0.000,    -0.001,    -0.003,    -0.009,    -0.017,    -0.027,    -0.039,    -0.056,    -0.075,    -0.096,    -0.119,    -0.146,    -0.176,    -0.209,    -0.246,    -0.286,    -0.293,  -999.000,  -999.000,    -0.179,  -999.000,    -0.119,    -0.096,    -0.079,  -999.000,    -0.046,    -0.023,  -999.000,  -999.000,  -999.000,  -999.000,    -0.000,    -0.004,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,    -0.072,    -0.093,  -999.000,    -0.156,    -0.176,    -0.210,  -999.000,    -0.289
     0.013,     0.012,     0.011,     0.009,     0.009,     0.008,     0.007,     0.006,     0.005,     0.004,     0.003,     0.003,     0.002,     0.001,     0.000,     0.000,     0.001,     0.002,     0.002,     0.003,     0.004,     0.005,     0.006,     0.007,     0.008,     0.009,     0.009,     0.010,     0.011,     0.014,     0.014,     0.012,     0.011,     0.009,     0.009,     0.008,     0.007,     0.006,     0.005,     0.004,     0.003,     0.003,     0.002,     0.001,     0.000,     0.000,     0.001,     0.002,     0.003,     0.003,     0.004,     0.005,     0.006,     0.007,     0.007,     0.009,     0.010,     0.010,     0.012,     0.014,     0.013,     0.012,     0.010,     0.009,     0.008,     0.008,     0.006,     0.006,     0.005,     0.004,     0.003,     0.003,     0.002,     0.001,     0.000,     0.000,     0.001,     0.002,     0.002,     0.003,     0.004,     0.005,     0.006,     0.007,     0.008,     0.008,     0.009,     0.010,     0.011,     0.014,     0.013,     0.010,     0.009,     0.010,     0.009,     0.007,     0.007,     0.006,     0.005,     0.004,     0.003,     0.002,     0.002,     0.001,     0.000,     0.000,     0.001,     0.002,     0.002,     0.003,     0.004,     0.005,     0.006,     0.007,     0.007,     0.010,     0.011,     0.011,     0.011,     0.013,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,     0.004,     0.008,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,     0.000,     0.001,  -999.000,  -999.000,     0.005
    -0.281,    -0.240,    -0.206,    -0.175,    -0.146,    -0.119,    -0.096,    -0.074,    -0.056,    -0.040,    -0.027,    -0.016,    -0.008,    -0.003,    -0.000,    -0.000,    -0.003,    -0.008,    -0.016,    -0.027,    -0.040,    -0.056,    -0.074,    -0.095,    -0.119,    -0.146,    -0.174,    -0.206,    -0.241,    -0.281,    -0.281,    -0.240,    -0.206,    -0.175,    -0.146,    -0.119,    -0.096,    -0.075,    -0.056,    -0.040,    -0.027,    -0.016,    -0.008,    -0.003,    -0.000,    -0.000,    -0.003,    -0.008,    -0.016,    -0.027,    -0.040,    -0.056,    -0.074,    -0.096,    -0.119,    -0.146,    -0.174,    -0.206,    -0.240,    -0.281,    -0.280,    -0.240,    -0.206,    -0.175,    -0.146,    -0.119,    -0.096,    -0.074,    -0.056,    -0.040,    -0.027,    -0.016,    -0.008,    -0.003,    -0.000,    -0.000,    -0.003,    -0.008,    -0.016,    -0.027,    -0.040,    -0.056,    -0.074,    -0.095,    -0.119,    -0.145,    -0.174,    -0.206,    -0.241,    -0.281,    -0.279,    -0.240,    -0.203,    -0.176,    -0.145,    -0.120,    -0.096,    -0.074,    -0.056,    -0.041,    -0.027,    -0.016,    -0.008,    -0.003,    -0.000,    -0.000,    -0.003,    -0.008,    -0.016,    -0.027,    -0.040,    -0.056,    -0.075,    -0.096,    -0.119,    -0.146,    -0.173,    -0.207,    -0.242,    -0.284,    -0.293,    -0.238,    -0.205,    -0.171,    -0.136,    -0.119,    -0.096,    -0.075,  -999.000,    -0.039,    -0.024,    -0.019,    -0.008,    -0.003,    -0.000,    -0.001,    -0.004,  -999.000,  -999.000,    -0.028,    -0.039,    -0.059,    -0.074,    -0.099,    -0.123,    -0.156,    -0.175,    -0.211,    -0.240,    -0.289
     0.014,     0.012,     0.010,     0.009,     0.008,     0.008,     0.007,     0.006,     0.005,     0.004,     0.003,     0.003,     0.002,     0.001,     0.000,     0.000,     0.001,     0.002,     0.003,     0.003,     0.004,     0.005,     0.006,     0.007,     0.008,     0.009,     0.009,     0.010,     0.012,     0.014,     0.014,     0.012,     0.011,     0.009,     0.008,     0.008,     0.007,     0.006,     0.005,     0.004,     0.003,     0.003,     0.002,     0.001,     0.000,     0.000,     0.001,     0.002,     0.003,     0.003,     0.004,     0.005,     0.006,     0.007,     0.008,     0.009,     0.010,     0.010,     0.012,     0.014,     0.013,     0.012,     0.010,     0.009,     0.008,     0.008,     0.007,     0.006,     0.005,     0.004,     0.003,     0.003,     0.002,     0.001,     0.000,     0.000,     0.001,     0.002,     0.003,     0.003,     0.004,     0.005,     0.006,     0.007,     0.008,     0.009,     0.009,     0.010,     0.012,     0.014,     0.013,     0.011,     0.010,     0.010,     0.008,     0.007,     0.007,     0.006,     0.005,     0.004,     0.003,     0.002,     0.002,     0.001,     0.000,     0.000,     0.001,     0.002,     0.003,     0.003,     0.004,     0.005,     0.006,     0.006,     0.008,     0.009,     0.009,     0.011,     0.012,     0.014,     0.011,     0.003,     0.008,     0.006,     0.001,     0.004,     0.007,     0.006,  -999.000,     0.006,     0.001,     0.001,  -999.000,     0.000,     0.000,     0.001,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,     0.002,     0.002,     0.005,  -999.000,     0.000,     0.003,     0.001,     0.010,     0.006
    -0.281,    -0.241,    -0.207,    -0.174,    -0.146,    -0.120,    -0.096,    -0.075,    -0.056,    -0.040,    -0.027,    -0.016,    -0.008,    -0.003,    -0.000,    -0.000,    -0.003,    -0.008,    -0.016,    -0.027,    -0.040,    -0.056,    -0.073,    -0.096,    -0.120,    -0.146,    -0.175,    -0.207,    -0.242,    -0.281,    -0.282,    -0.245,    -0.209,    -0.174,    -0.147,    -0.120,    -0.096,    -0.075,    -0.056,    -0.040,    -0.027,    -0.017,    -0.009,    -0.003,    -0.000,    -0.000,    -0.003,    -0.008,    -0.016,    -0.026,    -0.040,    -0.055,    -0.074,    -0.096,    -0.123,    -0.143,    -0.177,    -0.206,    -0.243,    -0.282,    -0.281,    -0.240,    -0.207,    -0.175,    -0.146,    -0.120,    -0.097,    -0.075,    -0.056,    -0.040,    -0.027,    -0.016,    -0.008,    -0.003,    -0.000,    -0.000,    -0.003,    -0.008,    -0.016,    -0.027,    -0.040,    -0.056,    -0.073,    -0.096,    -0.120,    -0.146,    -0.174,    -0.206,    -0.242,    -0.281,    -0.276,    -0.241,    -0.205,    -0.169,    -0.154,    -0.123,    -0.092,    -0.076,    -0.054,    -0.039,    -0.026,    -0.019,    -0.009,    -0.003,    -0.001,    -0.000,    -0.002,    -0.008,    -0.019,    -0.029,    -0.036,    -0.057,    -0.075,    -0.098,    -0.115,    -0.147,    -0.167,    -0.211,    -0.247,    -0.288,  -999.000,  -999.000,  -999.000,    -0.179,  -999.000,  -999.000,    -0.087,    -0.079,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,    -0.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,    -0.107,  -999.000,    -0.156,  -999.000,  -999.000,  -999.000,  -999.000
     0.012,     0.011,     0.009,     0.008,     0.008,     0.007,     0.006,     0.006,     0.005,     0.004,     0.003,     0.003,     0.002,     0.001,     0.000,     0.000,     0.001,     0.002,     0.003,     0.003,     0.004,     0.005,     0.006,     0.007,     0.007,     0.008,     0.009,     0.010,     0.011,     0.012,     0.013,     0.011,     0.008,     0.008,     0.008,     0.007,     0.006,     0.006,     0.005,     0.004,     0.003,     0.003,     0.002,     0.001,     0.000,     0.000,     0.001,     0.002,     0.002,     0.003,     0.004,     0.005,     0.005,     0.007,     0.007,     0.009,     0.010,     0.009,     0.012,     0.013,     0.011,     0.011,     0.009,     0.008,     0.008,     0.007,     0.006,     0.006,     0.004,     0.004,     0.003,     0.003,     0.002,     0.001,     0.000,     0.000,     0.001,     0.002,     0.003,     0.003,     0.004,     0.005,     0.006,     0.006,     0.007,     0.008,     0.009,     0.010,     0.011,     0.012,     0.010,     0.008,     0.008,     0.010,     0.005,     0.009,     0.004,     0.006,     0.001,     0.002,     0.004,     0.001,     0.002,     0.001,     0.000,     0.000,     0.001,     0.002,     0.002,     0.002,  -999.000,     0.005,     0.008,     0.004,     0.006,     0.010,     0.007,     0.013,     0.005,     0.010,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000
    -0.283,    -0.243,    -0.208,    -0.176,    -0.147,    -0.120,    -0.096,    -0.075,    -0.056,    -0.040,    -0.027,    -0.016,    -0.008,    -0.003,    -0.000,    -0.000,    -0.003,    -0.008,    -0.016,    -0.027,    -0.040,    -0.056,    -0.075,    -0.097,    -0.120,    -0.147,    -0.176,    -0.208,    -0.243,    -0.284,    -0.284,    -0.244,    -0.208,    -0.176,    -0.147,    -0.120,    -0.097,    -0.075,    -0.057,    -0.041,    -0.027,    -0.016,    -0.009,    -0.003,    -0.000,    -0.000,    -0.003,    -0.009,    -0.016,    -0.027,    -0.041,    -0.056,    -0.075,    -0.097,    -0.121,    -0.146,    -0.176,    -0.208,    -0.243,    -0.284,    -0.283,    -0.243,    -0.208,    -0.176,    -0.147,    -0.120,    -0.096,    -0.075,    -0.056,    -0.040,    -0.027,    -0.016,    -0.009,    -0.003,    -0.000,    -0.000,    -0.003,    -0.008,    -0.016,    -0.027,    -0.040,    -0.056,    -0.075,    -0.097,    -0.120,    -0.147,    -0.176,    -0.208,    -0.243,    -0.284,    -0.282,    -0.241,    -0.205,    -0.177,    -0.145,    -0.123,    -0.096,    -0.076,    -0.055,    -0.040,    -0.027,    -0.016,    -0.008,    -0.003,    -0.000,    -0.001,    -0.003,    -0.009,    -0.017,    -0.027,    -0.038,    -0.056,    -0.075,    -0.097,    -0.120,    -0.147,    -0.177,    -0.209,    -0.245,    -0.285,    -0.297,  -999.000,  -999.000,    -0.179,  -999.000,    -0.116,    -0.092,    -0.079,    -0.057,    -0.046,    -0.033,  -999.000,  -999.000,  -999.000,  -999.000,    -0.000,    -0.004,    -0.010,    -0.014,    -0.026,  -999.000,  -999.000,    -0.072,    -0.100,  -999.000,    -0.156,    -0.168,  -999.000,  -999.000,    -0.285
     0.014,     0.012,     0.010,     0.009,     0.009,     0.008,     0.007,     0.006,     0.005,     0.004,     0.003,     0.003,     0.002,     0.001,     0.000,     0.000,     0.001,     0.002,     0.003,     0.003,     0.004,     0.005,     0.006,     0.007,     0.008,     0.009,     0.010,     0.010,     0.012,     0.014,     0.014,     0.012,     0.011,     0.009,     0.009,     0.007,     0.007,     0.006,     0.005,     0.004,     0.003,     0.003,     0.002,     0.001,     0.000,     0.000,     0.001,     0.002,     0.003,     0.003,     0.004,     0.005,     0.006,     0.007,     0.007,     0.009,     0.010,     0.010,     0.011,     0.014,     0.013,     0.011,     0.010,     0.009,     0.008,     0.008,     0.006,     0.006,     0.005,     0.004,     0.003,     0.003,     0.002,     0.001,     0.000,     0.000,     0.001,     0.002,     0.002,     0.003,     0.004,     0.005,     0.006,     0.007,     0.008,     0.009,     0.010,     0.010,     0.012,     0.014,     0.014,     0.010,     0.009,     0.010,     0.009,     0.007,     0.006,     0.005,     0.004,     0.003,     0.003,     0.003,     0.002,     0.001,     0.000,     0.000,     0.001,     0.002,     0.003,     0.003,     0.004,     0.005,     0.005,     0.006,     0.007,     0.009,     0.011,     0.012,     0.012,     0.013,     0.005,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,     0.007,  -999.000,     0.009,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,  -999.000,     0.010,  -999.000,  -999.000,     0.012,  -999.000,  -999.000,     0.014
